Symbol,Trade Date,Broker,ADV,Volatility,Beta,Mkt Cap (MM),Side,Order Shares,Executed Shares,POV,P_avg,Pd,P0,Pn,VWAP
CCI,8/5/24,Broker A,4355920.5,0.42,0.537642241,44471,Sell,214800,214000,0.068498941,101.4,103.16,103.16,102.51,101.504021
KVUE,8/5/24,Broker E,17303216,0.31,0.598850489,42729,Buy,78100,78100,0.195016798,23.43,23.33,23.35,23.36,23.36030067
AMP,8/5/24,Broker A,587742.8125,0.54,1.200113416,43226,Buy,17600,17600,0.126065824,468.86,460.72,460.86,470.72,468.7286047
D,8/5/24,Broker E,5696607,0.35,0.531895697,44366,Buy,45500,45500,0.063085374,53.31,52.92,53.02,53.45,53.26316755
GWW,8/5/24,Broker D,300362.875,0.31,0.898724616,47149,Buy,8500,8500,0.084429274,1008.11,998.03,998.05,1010.84,1008.00419
GM,8/5/24,Broker A,17818398,0.47,1.023413062,42893,Buy,616000,616000,0.169209874,45.29,44.47,44.55,45.37,45.16013195
NXPI,8/5/24,Broker E,3608436.75,0.87,1.313321352,43496,Buy,61800,61800,0.175458886,169.35,166.6,166.48,170.69,169.2189942
TGT,8/5/24,Broker D,9577029,0.59,0.745406866,42724,Sell,407600,385200,0.082237236,90.89,92.64,92.64,91.86,90.90492502
MSCI,8/5/24,Broker A,605950.1875,0.44,0.953426242,41399,Buy,7200,7200,0.078758898,545.39,539.27,539.38,545.65,545.253671
KDP,8/5/24,Broker B,14291824,0.25,0.479637235,47907,Buy,658100,658100,0.146880817,36.01,35.49,35.61,36.18,35.94159836
EW,8/5/24,Broker B,4871998.5,0.29,0.932674706,40680,Buy,183100,183100,0.054157091,72.05,71.2,71.22,72.05,72.02409427
MET,8/5/24,Broker C,4264862,0.57,0.970704496,47958,Buy,78000,77800,0.164067317,72.83,71.79,71.8,73.35,72.7693375
PEG,8/5/24,Broker D,3184916.75,0.3,0.649215996,40010,Buy,85900,85900,0.103323603,83.78,83,82.98,83.85,83.73900849
VRSK,8/5/24,Broker D,1055410.375,0.32,0.653001904,39793,Buy,24000,24000,0.055404575,294.46,291.64,291.68,296.58,294.4590663
LHX,8/5/24,Broker A,1484300.75,0.31,0.786988199,40194,Buy,71400,71400,0.08338743,220.1,217.15,217.12,221.9,220.0145778
CTVA,8/5/24,Broker E,3840735.75,0.42,0.811250389,40380,Sell,128800,121400,0.15185828,58.73,59.38,59.43,59.42,58.88217093
PSX,8/5/24,Broker C,3662350.5,0.67,0.967380404,39525,Buy,133200,133200,0.062525583,99.51,97.45,97.51,100.62,99.49052377
MNST,8/5/24,Broker A,6403771.5,0.29,0.588039458,56453,Buy,190300,190300,0.170662272,59.09,58.36,58.43,59.21,58.95313038
AXON,8/5/24,Broker B,729520.5,0.59,1.405653238,42188,Buy,21200,21200,0.054950996,559.85,550,550.07,560.32,559.8332568
MPC,8/5/24,Broker A,3156129.25,0.66,0.903885305,39477,Buy,23700,23700,0.067260635,127.11,125.28,125.51,128.36,126.9455227
XEL,8/5/24,Broker E,3795987.5,0.26,0.411776662,39727,Buy,178200,178200,0.069418198,70.56,69.88,69.93,70.7,70.4628755
DFS,8/5/24,Broker D,2594477.75,0.77,1.18055141,41593,Buy,70200,70200,0.171999916,173.91,170.52,170.48,175.04,173.8631107
YUM,8/5/24,Broker A,2512590.25,0.33,0.630044401,39132,Sell,64400,64400,0.061183078,141.35,143.14,143.02,141.82,141.447077
FIS,8/5/24,Broker D,4254328,0.48,0.729293287,40453,Sell,101200,101200,0.051690748,75.13,75.94,76.14,75.39,75.14820453
PWR,8/5/24,Broker D,1551233.25,0.53,1.243507385,37625,Buy,8500,8500,0.013305479,264.87,262.68,262.67,264.87,264.7928682
VST,8/5/24,Broker C,8435292,0.94,1.630477905,36234,Buy,94900,94900,0.079604532,114.46,112.52,112.48,115.21,114.4693114
OTIS,8/5/24,Broker E,2712143.75,0.37,0.794259965,38396,Sell,57600,49300,0.066523685,97.11,97.95,97.93,97.19,97.14768964
ED,8/5/24,Broker A,3002038.25,0.26,0.309197754,39968,Sell,126200,111800,0.177344856,110.66,111.89,111.91,111.69,110.7751963
CMI,8/5/24,Broker E,1025966.188,0.55,1.032185197,37770,Buy,11900,11900,0.1545747,280.31,277.56,277.56,282.29,280.2437396
URI,8/5/24,Broker A,761241.625,0.55,1.479452729,37278,Buy,24200,24200,0.109029464,594.2,583.63,583.74,603.68,594.0905531
TEL,8/5/24,Broker D,2187387,0.51,1.162813902,38413,Buy,75200,75200,0.131966642,129.98,127.91,127.94,131.18,129.9678773
BKR,8/5/24,Broker D,8978361,0.68,0.912857592,37435,Sell,198800,198800,0.054833417,37.71,38.32,38.36,38.29,37.74003382
TRGP,8/5/24,Broker B,2373329,0.71,1.006133914,35801,Sell,116100,116100,0.072619178,167.56,171.74,171.74,170.88,167.6161616
PCG,8/5/24,Broker B,18206530,0.3,0.577123642,37009,Buy,255400,255400,0.134350788,17.31,17.13,17.16,17.33,17.26650104
F,8/5/24,Broker B,154269360,0.51,0.947989166,37658,Buy,8173100,7319500,0.054085052,9.88,9.58,9.7,9.94,9.840627571
AME,8/5/24,Broker C,1552392.625,0.38,0.908328295,35823,Sell,32500,32500,0.155889213,154.25,156,155.98,154.7,154.2623248
HES,8/5/24,Broker C,2205686.5,0.57,0.845936716,39072,Buy,81600,81600,0.177160015,131.07,128.74,128.71,131.41,131.0379837
ETR,8/5/24,Broker A,5055218.5,0.32,0.588191152,35935,Buy,21000,21000,0.07672183,83.42,82.72,82.88,83.81,83.36354557
PRU,8/5/24,Broker D,2169791,0.52,0.964037359,34333,Sell,22300,22300,0.166278881,97.47,98.55,98.5,98.48,97.52869662
SYY,8/5/24,Broker A,3494709.5,0.33,0.499918789,34951,Buy,96200,96200,0.144195637,72.65,71.73,71.79,73.28,72.5413756
TTWO,8/5/24,Broker D,1877009.375,0.37,0.942398071,36210,Buy,63200,63200,0.140327853,213.45,210.84,210.85,215.88,213.3812294
VLO,8/5/24,Broker B,4028594.5,0.69,1.000251889,34226,Buy,146700,146700,0.091011783,110.66,108.17,108.33,112.18,110.5626524
CBRE,8/5/24,Broker E,2165243.75,0.44,1.102758408,34651,Sell,76600,76600,0.169266962,115.09,116.63,116.59,116.44,115.2178013
ACGL,8/5/24,Broker C,1782318.875,0.41,0.650769889,33736,Buy,24700,24700,0.116010097,93.24,92.29,92.3,93.57,93.22658354
EA,8/5/24,Broker A,3472875.25,0.31,0.707976997,36989,Sell,158400,158400,0.138461896,142.95,145.02,144.91,143.97,143.0668667
WEC,8/5/24,Broker D,2579657.75,0.21,0.450434834,34130,Sell,100700,100700,0.091654402,107.25,108.3,108.15,107.59,107.2943153
DHI,8/5/24,Broker B,3912135,0.41,0.862580538,38054,Buy,37000,37000,0.107464728,121.57,120.36,120.44,121.87,121.5213665
CTSH,8/5/24,Broker B,4620921.5,0.45,0.897250831,33549,Buy,204400,204400,0.09317567,70.44,69.32,69.27,70.76,70.36409173
VICI,8/5/24,Broker C,8872924,0.29,0.661714256,33973,Buy,233300,233300,0.174854685,32.78,32.43,32.46,33.06,32.7694809
HIG,8/5/24,Broker D,1744182.625,0.36,0.681961477,32598,Buy,69800,69800,0.130260311,118.64,117.02,117.13,119.39,118.5829524
IDXX,8/5/24,Broker D,920356.4375,0.47,1.024811983,32955,Buy,42500,42500,0.192613363,416.31,409.47,409.49,419.54,416.2729002
CSGP,8/5/24,Broker E,3336447.5,0.46,1.052419782,32817,Sell,100,100,0.145912113,78.7,78.61,78.65,78.75,78.77573017
CHTR,8/5/24,Broker C,1460611,0.5,0.81772697,51101,Buy,60900,60900,0.104471928,341.37,335.28,335.56,345.33,341.3535576
CAH,8/5/24,Broker D,2750151.25,0.3,0.615272462,31686,Buy,76800,76800,0.051109833,136.8,135.52,135.48,137.76,136.7426572
WTW,8/5/24,Broker E,719839.0625,0.32,0.564704597,31380,Sell,5400,5400,0.084430405,318.94,320.52,320.48,319.55,319.0263541
GLW,8/5/24,Broker A,7247951.5,0.55,1.127289295,34871,Buy,182700,182700,0.113608673,41.39,40.72,40.71,41.89,41.33001457
VMC,8/5/24,Broker A,1552427.25,0.32,0.91711092,30934,Buy,400,400,0.057191982,240.96,240.19,240.22,241.41,240.8889673
HUM,8/5/24,Broker B,1663929.125,0.52,0.504744947,29680,Buy,92400,79000,0.0483278,267.63,262.51,262.6,270.9,267.5867942
EBAY,8/5/24,Broker B,5998861,0.38,0.746352613,30584,Sell,203200,203200,0.052048553,65.27,66.27,66.17,65.55,65.34943024
GIS,8/5/24,Broker A,7428856.5,0.32,0.222607225,31580,Buy,369300,326400,0.104120904,58.41,57.38,57.62,58.63,58.30073742
RMD,8/5/24,Broker D,1162067.625,0.38,1.053770781,30970,Sell,60600,50600,0.16208193,208.55,211.62,211.47,209.33,208.5931235
IT,8/5/24,Broker C,862088.0625,0.45,1.129665256,30243,Buy,40800,37400,0.114477291,406.4,399.82,399.91,410.1,406.4393908
EQT,8/5/24,Broker D,8427179,0.55,1.113951445,28486,Buy,417800,391000,0.044434375,51.15,50.25,50.21,51.72,51.1725418
MLM,8/5/24,Broker D,607821.625,0.33,0.953669608,29395,Buy,24500,24000,0.070989901,497.04,491.14,491.17,501.48,497.025801
CNC,8/5/24,Broker D,4603081,0.31,0.406555951,28776,Buy,218500,218500,0.04544959,61.38,60.71,60.64,61.37,61.27307814
EXR,8/5/24,Broker D,1285439.375,0.39,0.8493523,29330,Buy,52000,52000,0.146338324,141.65,139.76,139.73,142.64,141.6944913
NDAQ,8/5/24,Broker B,3591433.75,0.46,0.828990459,40567,Buy,30900,28400,0.0657343,72.25,71.51,71.56,72.26,72.19551926
VTR,8/5/24,Broker A,3759618.25,0.28,0.697105527,29243,Buy,62900,62900,0.02546988,67.93,67.44,67.31,68.01,67.90097542
GRMN,8/5/24,Broker A,1260726.25,0.65,0.991939723,35947,Sell,47000,47000,0.049834982,182.94,187.12,186.92,185.65,183.0176675
A,8/5/24,Broker E,2477031.75,0.47,0.998218417,28584,Buy,19500,19500,0.091429306,102.82,101.85,102.08,102.81,102.7700138
WAB,8/5/24,Broker B,1099454.375,0.48,1.110182405,28560,Sell,33200,33200,0.161721944,166.12,168.74,168.74,167.19,166.1312703
IR,8/5/24,Broker D,3131694,0.52,1.183133483,28103,Buy,43300,43300,0.180798494,71.83,70.89,71,71.86,71.76274123
STZ,8/5/24,Broker D,2573782.25,0.32,0.651316345,33844,Buy,34900,33700,0.158472811,188.01,186.45,186.56,188.34,187.9001267
AWK,8/5/24,Broker E,1828562.625,0.3,0.470711619,28692,Sell,71100,68900,0.123920585,146.49,148,147.88,146.93,146.5999642
AVB,8/5/24,Broker C,957343.8125,0.39,0.853089452,28729,Buy,42500,42500,0.10644348,204.52,201.42,201.56,206.58,204.5238387
ODFL,8/5/24,Broker A,1910647.125,0.58,1.112155557,31794,Sell,37100,37100,0.151240409,149.09,151.47,151.49,150.11,149.2475456
GEHC,8/5/24,Broker B,5121890.5,0.71,1.147836328,27690,Buy,43900,43900,0.187815577,62.51,61.73,61.68,63.05,62.43580125
LULU,8/5/24,Broker C,3117086,0.75,0.817370057,30631,Buy,6700,6700,0.069807833,251.5,249.34,249.42,253.47,251.4802841
BRO,8/5/24,Broker C,1961675.125,0.32,0.701902211,32509,Buy,95400,95400,0.04822899,118.18,116.84,116.65,118.88,118.1470695
DTE,8/5/24,Broker A,1640223.5,0.26,0.47982955,27347,Buy,62300,58400,0.104622035,134.26,132.83,132.79,134.49,134.1113167
BR,8/5/24,Broker D,621545.6875,0.36,0.782384157,26690,Sell,32000,29100,0.147866833,231.47,234.67,234.66,233.14,231.4792083
EFX,8/5/24,Broker B,1234932.125,0.52,1.309583545,26868,Buy,31900,31900,0.132380579,221.25,217.89,217.85,223.91,221.2617431
OXY,8/5/24,Broker A,15108736,0.7,0.679570973,36670,Buy,495400,495400,0.078802325,39.85,39.1,39.01,40.53,39.772312
XYL,8/5/24,Broker B,1987830.125,0.41,1.123633265,26408,Buy,86600,86600,0.132926363,110.99,109.21,109.28,111.55,110.9409848
TSCO,8/5/24,Broker A,5318770.5,0.45,0.765961647,26363,Buy,177000,177000,0.094134757,51.09,50.19,50.3,51.07,50.95906881
DXCM,8/5/24,Broker E,4825727,0.55,1.070894837,25922,Buy,42600,35900,0.064163037,68.66,68.07,68.1,68.61,68.52593426
AEE,8/5/24,Broker E,2107070.25,0.25,0.507441759,26065,Buy,96900,96900,0.16862672,99.02,98.08,98.17,99.25,98.88004588
MTB,8/5/24,Broker B,1625571.25,0.47,0.980700493,25756,Buy,76000,75800,0.112250751,161.87,158.69,159.05,162.01,161.8270432
ANSS,8/5/24,Broker B,632879.5625,0.41,1.127478838,26115,Buy,15900,15900,0.167351548,304.91,300.88,300.99,308.46,304.8697941
DELL,8/5/24,Broker B,8990889,0.93,1.688794136,57495,Buy,29300,29300,0.188266463,84.38,83.38,83.39,84.74,84.35508481
PPL,8/5/24,Broker E,5713525,0.25,0.522806942,26096,Sell,121600,121600,0.066702112,35.23,35.57,35.45,35.41,35.36068119
ROK,8/5/24,Broker E,1085357.25,0.53,1.038438201,25660,Buy,46000,46000,0.079360425,232.55,228.88,228.84,234.67,232.497247
DAL,8/5/24,Broker D,15970300,0.95,1.207352281,25772,Sell,552700,552700,0.190581212,39.1,40.16,40.13,39.76,39.13947837
NUE,8/5/24,Broker E,2965347.25,0.63,1.079811215,24614,Buy,52100,48000,0.112659875,110.9,109.33,109.5,111.94,110.783448
CHD,8/5/24,Broker B,1830031.375,0.27,0.411989838,25384,Buy,27800,27800,0.143079316,105.86,105,105,106.35,105.8253268
FANG,8/5/24,Broker D,3052251.25,0.82,0.885042548,38922,Sell,87000,87000,0.155833791,131.28,134.18,134.16,131.79,131.3220708
KHC,8/5/24,Broker A,12042805,0.33,0.360269487,35730,Buy,430100,430100,0.172744613,30.02,29.56,29.63,29.87,29.82532827
DD,8/5/24,Broker C,3624361,0.71,0.984351695,25156,Buy,158600,151200,0.045318346,60.74,59.48,59.4,61.61,60.72695352
MPWR,8/5/24,Broker C,1145968.625,1.11,1.914679885,24331,Sell,14100,14100,0.199412173,502.11,512.72,512.65,508.41,502.0876708
ATO,8/5/24,Broker C,1068291.25,0.23,0.55874145,24847,Sell,37500,37500,0.172009657,155.3,156.78,156.73,155.46,155.3489203
IRM,8/5/24,Broker B,2148413.75,0.49,1.041708589,24072,Buy,22100,22100,0.099585548,84.74,83.59,83.82,85.25,84.65121664
SBAC,8/5/24,Broker C,1136725.875,0.32,0.55840081,24366,Sell,11400,11400,0.160389311,227.83,229.46,229.56,229.23,227.8204925
HSY,8/5/24,Broker A,1714671.625,0.32,0.440539747,33721,Sell,24700,22300,0.071494678,164.71,166.37,166.25,165.26,164.7919477
RJF,8/5/24,Broker D,1904403.75,0.49,1.124410748,26810,Buy,17300,17300,0.191452961,133.73,132.36,132.47,134.44,133.6873513
TPL,8/5/24,Broker B,145288.7344,0.87,1.070005655,28707,Buy,0,0,0.166063654,1274.91,1274.22,1274.24,1275.1,1274.798879
LEN,8/5/24,Broker A,3604617.5,0.41,0.952108204,27192,Sell,149800,149800,0.129055261,102.15,103.78,103.8,102.92,102.2669262
IP,8/5/24,Broker E,6315342,0.57,0.763397038,23786,Buy,72700,72700,0.156409217,46.38,45.83,45.91,46.5,46.29786583
TYL,8/5/24,Broker B,289309.8438,0.37,0.932694316,23947,Sell,5100,4900,0.019134227,559.44,565.31,565.42,562.09,559.5005868
GDDY,8/5/24,Broker C,1731630.75,0.4,1.121523619,23532,Buy,34200,34200,0.153329299,172.88,170.84,170.95,174.08,172.8799123
CNP,8/5/24,Broker E,6544230,0.2,0.511033058,23818,Buy,185600,185600,0.061935297,37.24,36.98,37.03,37.18,37.1501643
IQV,8/5/24,Broker D,2062076.375,0.54,0.965077341,24899,Sell,2500,2500,0.021010655,141.69,142.24,142.38,142.14,141.749965
DRI,8/5/24,Broker A,1471352.875,0.41,0.675583124,23062,Buy,54800,54800,0.178030318,202.62,199.52,199.55,203.95,202.5370954
STT,8/5/24,Broker E,2406070.25,0.51,0.965664208,23269,Buy,25600,25600,0.050854368,80.98,80.1,80.27,81.43,80.92596239
KEYS,8/5/24,Broker E,1073229.625,0.59,1.460006237,22790,Buy,19100,19100,0.19967177,134.95,133.2,133.27,135.21,134.8578099
EQR,8/5/24,Broker A,2058523.25,0.41,0.833705187,25639,Buy,85100,85100,0.13011953,68.68,67.64,67.61,68.76,68.56786658
PPG,8/5/24,Broker E,2583960.25,0.52,0.913599849,22561,Sell,32300,32300,0.086130072,98.51,99.57,99.48,98.98,98.63862531
FITB,8/5/24,Broker D,6024540,0.51,1.154086709,22261,Buy,103700,103700,0.120513795,34.32,33.84,33.9,34.33,34.23966912
ADM,8/5/24,Broker D,5736518,0.43,0.613135517,23091,Buy,131200,131200,0.102940957,48.38,47.83,47.8,48.8,48.34934559
CBOE,8/5/24,Broker A,1028178.75,0.3,0.335441858,22449,Buy,2900,2900,0.076200042,219.3,217.97,218.08,219.62,219.1918593
EXE,8/5/24,Broker D,6257997,0.43,0.875163198,23791,Buy,81000,81000,0.152120582,107.48,106.4,106.44,108.26,107.3988189
HPQ,8/5/24,Broker C,10433243,0.69,1.06854558,22389,Sell,419400,419400,0.083695197,22.86,23.45,23.37,23.3,22.84333617
FTV,8/5/24,Broker B,2953923,0.5,1.015593648,21779,Buy,71400,61900,0.157891382,65.63,64.63,64.72,65.7,65.5596478
EIX,8/5/24,Broker E,3870291.5,0.38,0.615453899,21488,Sell,140000,135000,0.135959892,56.1,56.88,56.74,56.73,56.20395455
K,8/5/24,Broker C,2832324.25,0.04,0.390702844,28449,Sell,109200,109200,0.076079795,81.93,82.35,82.14,82,81.94786683
VLTO,8/5/24,Broker B,1591432.75,0.37,1.5,21630,Buy,4600,4600,0.065278485,89.03,88.46,88.5,89.09,88.98960017
DOV,8/5/24,Broker D,1323083.75,0.51,1.118279934,21659,Sell,25800,25800,0.058151741,157.76,159.94,159.83,157.92,157.7700664
STE,8/5/24,Broker A,602092.9375,0.32,0.631336212,21495,Buy,12000,12000,0.164309506,223.69,221.22,221.35,224.38,223.5552315
UAL,8/5/24,Broker C,12011164,1.08,1.18553853,21399,Buy,391400,388400,0.050068648,66.88,65.09,65.04,67.38,66.85062242
CMS,8/5/24,Broker A,2745851.25,0.23,0.402545393,21566,Buy,89500,89500,0.144082387,73.42,72.74,72.7,73.37,73.30215365
FE,8/5/24,Broker A,5861474.5,0.28,0.476894647,24124,Sell,82600,82600,0.047411608,41.36,41.85,41.72,41.56,41.5085909
NVR,8/5/24,Broker E,26889.36719,0.39,0.721931219,21180,Sell,800,800,0.130731649,7058.17,7135.1,7135.12,7077.13,7058.273939
CPAY,8/5/24,Broker A,511122.2813,0.7,1.102929354,20953,Sell,10300,10300,0.076222872,300.53,306.16,306.13,302.02,300.6495894
TDY,8/5/24,Broker B,304619.3125,0.41,0.851020634,21234,Buy,9700,9700,0.079957363,466.27,459.81,459.79,470.74,466.2301727
ES,8/5/24,Broker D,2653985.75,0.35,0.498877913,20696,Buy,23600,23600,0.154641089,57.69,57.21,57.28,57.84,57.64423297
MTD,8/5/24,Broker E,196380.4375,0.55,1.060753942,20219,Buy,2100,2000,0.194868841,1006.18,996.88,996.83,1011.64,1006.083288
MCHP,8/5/24,Broker E,13373664,1.16,1.530130506,21206,Sell,360600,360600,0.078236792,36.64,37.6,37.62,37.26,36.69213036
CINF,8/5/24,Broker D,926051.375,0.41,0.634547472,19996,Sell,5100,5100,0.187426012,131.1,131.92,132.01,131.58,131.1705859
WRB,8/5/24,Broker A,2284885,0.37,0.595682919,25539,Buy,31600,31600,0.050503324,69.6,68.9,68.88,70.1,69.5277627
DG,8/5/24,Broker D,5504300.5,0.46,0.147626966,21029,Sell,204600,204600,0.170003649,92.22,93.55,93.64,92.66,92.2368334
SW,8/5/24,Broker C,4414833.5,0.57,1.5,21286,Sell,153700,153700,0.146052522,40.23,41.1,40.97,40.55,40.26955266
CDW,8/5/24,Broker C,1711498.375,0.53,1.044915199,19557,Buy,70000,70000,0.050575048,152.36,149.7,149.67,152.9,152.3794362
VRSN,8/5/24,Broker B,912534.6875,0.29,0.593307614,22717,Buy,18000,18000,0.052268344,248.35,245.86,246.05,249.4,248.343791
LYV,8/5/24,Broker E,2976203.75,0.53,1.095992446,28820,Buy,32900,32900,0.070961915,128.12,127,126.93,128.32,128.0205837
DVN,8/5/24,Broker B,10589528,0.85,0.784066737,19133,Sell,140400,140400,0.125424414,28.92,29.61,29.44,29.15,28.95402829
HPE,8/5/24,Broker B,29635630,0.83,1.436243892,19467,Buy,220100,220100,0.151064235,15.28,14.95,15.06,15.39,15.2614387
HBAN,8/5/24,Broker A,25923222,0.59,1.129999638,19676,Sell,498500,498500,0.072116274,13.07,13.58,13.28,13.15,13.13316698
NRG,8/5/24,Broker E,3331282.75,0.74,1.218113065,18959,Buy,38400,33400,0.032342764,97.44,96.1,96.27,98.14,97.3366506
DOW,8/5/24,Broker D,9681285,0.76,0.934338987,19846,Sell,460700,460700,0.143038481,27.33,28.17,28.01,27.68,27.38506884
HAL,8/5/24,Broker E,14295516,0.79,0.9959566,18895,Sell,74600,74600,0.142822837,21.9,22.05,22.12,22.05,22.03627805
TROW,8/5/24,Broker A,2628548.75,0.55,1.24284482,18568,Buy,46700,46700,0.135738314,86.5,85.27,85.24,87.57,86.46764516
ZBH,8/5/24,Broker B,2224673.75,0.3,0.66424644,19026,Sell,91500,91500,0.057850912,96.36,97.5,97.56,97.29,96.36829297
PHM,8/5/24,Broker C,2378124.5,0.43,0.928031027,18770,Buy,89600,89600,0.115809463,95.56,94.03,94.15,96.52,95.52246261
INVH,8/5/24,Broker A,3488844.75,0.31,0.804176807,20470,Buy,161600,161600,0.115818627,33.99,33.43,33.54,34.08,33.84542527
WAT,8/5/24,Broker C,577985.25,0.53,0.874369264,18814,Sell,27500,25700,0.137436527,311.91,317.6,317.79,317.72,311.9082209
CTRA,8/5/24,Broker C,7670125,0.45,0.794653773,18957,Buy,294200,294200,0.155922545,25.92,25.48,25.52,26.04,25.93743568
MKC,8/5/24,Broker B,2814116.5,0.32,0.453034908,20013,Sell,63900,63900,0.187092493,74.11,75,74.9,74.22,74.16308828
CCL,8/5/24,Broker E,30730354,0.84,1.585720658,22498,Buy,962300,892100,0.159538147,18.01,17.59,17.65,18.08,17.90161668
WY,8/5/24,Broker D,3923671.75,0.41,0.926903367,17921,Buy,52800,52800,0.195058008,25.57,25.43,25.33,25.64,25.53058815
EXPE,8/5/24,Broker E,2731665,0.76,1.383257627,18899,Buy,90400,76300,0.181805622,151.95,149.07,149.17,152.19,151.8464007
SYF,8/5/24,Broker E,5665065,0.79,1.195883751,18361,Buy,165700,163400,0.134992047,48.71,47.85,47.78,49.35,48.63564863
IFF,8/5/24,Broker A,2113117.5,0.43,0.765907586,18594,Buy,41700,41700,0.103002743,73.91,72.88,72.97,74.57,73.78876181
NI,8/5/24,Broker A,5584637.5,0.29,0.636198223,17935,Buy,171000,171000,0.178953341,39.67,39.12,39.22,39.76,39.52023828
MAA,8/5/24,Broker A,1073008.875,0.33,0.744632661,18099,Sell,13700,13300,0.091601888,154.25,155.91,155.7,155.37,154.356811
LDOS,8/5/24,Broker E,1774806.75,0.33,0.886574626,17724,Buy,85600,85600,0.173304964,141.69,140,140.1,142.43,141.5838631
HUBB,8/5/24,Broker A,752433.75,0.47,1.161202312,17637,Buy,32600,32600,0.064067146,340.29,334.28,334.35,342.89,340.1712682
DGX,8/5/24,Broker D,1434326.75,0.25,0.461955011,17963,Buy,43300,43300,0.040095469,165.03,163.63,163.61,166.06,165.0221431
WBD,8/5/24,Broker E,44823424,1.01,1.16329062,19642,Buy,656400,656400,0.093947474,8.43,8.06,8.28,8.33,8.325531768
LH,8/5/24,Broker C,818770,0.33,0.56757921,17756,Sell,31100,31100,0.086370855,213.63,216.3,216.29,215.9,213.6471749
MOH,8/5/24,Broker A,752848.375,0.42,0.305419803,16524,Sell,23500,23500,0.124921627,315.76,320.54,320.48,316.82,315.8706069
LII,8/5/24,Broker A,457593.5,0.48,1.069374204,19202,Buy,1900,1700,0.180595693,553.39,548.84,548.87,556.13,553.2950918
ESS,8/5/24,Broker E,526468.6875,0.42,0.903372884,17425,Buy,14000,14000,0.083745766,275.37,272.3,272.38,278.14,275.2863525
RF,8/5/24,Broker C,11484495,0.53,1.14174211,17285,Sell,573900,573900,0.093382162,18.62,19.15,18.99,18.76,18.66895817
TSN,8/5/24,Broker D,2524327,0.29,0.444923162,21653,Buy,66500,66500,0.030194251,61.72,61.05,61.15,61.7,61.69223448
BIIB,8/5/24,Broker E,1859786.375,0.44,0.701340735,17051,Sell,90600,88300,0.115276066,116.28,117.97,117.99,117.34,116.3744593
PODD,8/5/24,Broker A,913339.9375,0.47,1.104999661,16754,Buy,38000,38000,0.112885265,247.93,243.67,243.66,249.11,247.8235121
NTRS,8/5/24,Broker E,1545806.5,0.52,1.090333939,16920,Buy,24900,24900,0.179159444,88.36,87.57,87.42,88.77,88.20563351
PTC,8/5/24,Broker D,1066607.125,0.44,1.078693867,16800,Buy,29700,26300,0.168219887,144.08,142.19,142.29,144.36,144.0089766
